text;sentimen;cleaned_text;missing_words;case_folding;normalized_text;normalized_count
Saya waktu itu mendapatkan info ada 3 lokasi judi di Jawa Tengah. Saya kirimkan link beritanya ke Ahmad Luthfi Kapolda 17 Juni 2023. Tidak dijawab yg ada HP sy diblokir. (Alvin Lim) Transaksi Judol Jateng Rp1 3 Triliun Gubernur Nana: Tanya Kapolda https://t.co/dDZ9xbzqCv;negatif;saya waktu itu mendapatkan info ada  lokasi judi di jawa tengah saya kirimkan link beritanya ke ahmad luthfi kapolda  juni  tidak dijawab yg ada hp sy diblokir alvin lim transaksi judol jateng rp  triliun gubernur nana tanya kapolda;5;saya waktu itu mendapatkan info ada  lokasi judi di jawa tengah saya kirimkan link beritanya ke ahmad luthfi kapolda  juni  tidak dijawab yg ada hp sy diblokir alvin lim transaksi judol jateng rp  triliun gubernur nana tanya kapolda;saya waktu itu mendapatkan informasi ada lokasi judi di jawa tengah saya kirimkan link beritanya ke ahmad luthfi kapolda juni tidak dijawab yang ada hp saya diblokir alvin lim transaksi judol jateng rp triliun gubernur nana tanya kapolda;3
Foto Bareng Momen Kedekatan Ferdy Sambo dan Ahmad Luthfi Disebut Bikin Jokowi Panik: Ternyata Bestie.. https://t.co/kfiQ05jFxB;negatif;foto bareng momen kedekatan ferdy sambo dan ahmad luthfi disebut bikin jokowi panik ternyata bestie;1;foto bareng momen kedekatan ferdy sambo dan ahmad luthfi disebut bikin jokowi panik ternyata bestie;foto bareng momen kedekatan ferdy sambo dan ahmad luthfi disebut bikin jokowi panik ternyata bestie;0
@satriohendri Demokrat di Jateng ikut mengusung Ahmad Luthfi tapi SBY yg Ketua Majelis Tinggi PD saja tidak ikutan kampanye. Megawati yg Ketua umum PDIP juga tidak ikutan kampanye untuk Andika Perkara. Lahh.. Mulyono itu ? Bukan pengurus apalagi Ketum Partai tapi ikutan kampanye. MEMALUKAN;negatif;demokrat di jateng ikut mengusung ahmad luthfi tapi sby yg ketua majelis tinggi pd saja tidak ikutan kampanye megawati yg ketua umum pdip juga tidak ikutan kampanye untuk andika perkara lahh mulyono itu bukan pengurus apalagi ketum partai tapi ikutan kampanye memalukan;2;demokrat di jateng ikut mengusung ahmad luthfi tapi sby yg ketua majelis tinggi pd saja tidak ikutan kampanye megawati yg ketua umum pdip juga tidak ikutan kampanye untuk andika perkara lahh mulyono itu bukan pengurus apalagi ketum partai tapi ikutan kampanye memalukan;demokrat di jateng ikut mengusung ahmad luthfi tapi surabaya yang ketua majelis tinggi pada saja tidak ikutan kampanye megawati yang ketua umum pdip juga tidak ikutan kampanye untuk andika perkara lah mulyono itu bukan pengurus apalagi ketum partai tapi ikutan kampanye memalukan;5
Calon gubernur nomor urut 2 Ahmad Luthfi bakal menggandeng Polda Jawa Tengah untuk menciptakan desk ketenagakerjaan. Hal itu diungkapkan Luthfi dalam debat terakhir menjawab pertanyaan mengenai kebijakan untuk menangani ketenagakerjaan. https://t.co/RMaWK0Oex3;negatif;calon gubernur nomor urut  ahmad luthfi bakal menggandeng polda jawa tengah untuk menciptakan desk ketenagakerjaan hal itu diungkapkan luthfi dalam debat terakhir menjawab pertanyaan mengenai kebijakan untuk menangani ketenagakerjaan;2;calon gubernur nomor urut  ahmad luthfi bakal menggandeng polda jawa tengah untuk menciptakan desk ketenagakerjaan hal itu diungkapkan luthfi dalam debat terakhir menjawab pertanyaan mengenai kebijakan untuk menangani ketenagakerjaan;calon gubernur nomor urut ahmad luthfi bakal menggandeng polda jawa tengah untuk menciptakan desk ketenagakerjaan hal itu diungkapkan luthfi dalam debat terakhir menjawab pertanyaan mengenai kebijakan untuk menangani ketenagakerjaan;0
Hasil Survei Pilkada Jateng 2024 Dekat Pencoblosan Elektabilitas Andika Perkasa vs Ahmad Luthfi https://t.co/Bl1q5vaqhB lewat @tribunkaltim;positif;hasil survei pilkada jateng  dekat pencoblosan elektabilitas andika perkasa vs ahmad luthfi lewat;3;hasil survei pilkada jateng  dekat pencoblosan elektabilitas andika perkasa vs ahmad luthfi lewat;hasil survei pemilihan kepala daerah jateng dekat pencoblosan elektabilitas andika perkasa vs ahmad luthfi lewat;1
Mbok pikir aku milih Ahmad Luthfi mergo program' e luwih apik tinimbang Perkasa??? Yo ora jaminan. Aku milih Lutfhi amerga cangkem² mu podo ngelek-elek pak Jkw. Ayo buktikan pilgub jateng lak mesti ora bakalan perkasa.;negatif;mbok pikir aku milih ahmad luthfi mergo program e luwih apik tinimbang perkasa yo ora jaminan aku milih lutfhi amerga cangkem² mu podo ngelekelek pak jkw ayo buktikan pilgub jateng lak mesti ora bakalan perkasa;0;mbok pikir aku milih ahmad luthfi mergo program e luwih apik tinimbang perkasa yo ora jaminan aku milih lutfhi amerga cangkem² mu podo ngelekelek pak jkw ayo buktikan pilgub jateng lak mesti ora bakalan perkasa;mbok pikir aku memilih ahmad luthfi mergo program e luwih apik tinimbang perkasa ya ora jaminan aku memilih lutfhi amerga cangkem² mu podo ngelekelek pak jkw ayo buktikan pilgub jateng lak mesti ora akan perkasa;4
Ahmad Luthfi Tegaskan Komitmen Lindungi Hak Pekerja di Jateng https://t.co/CV8sIteFHX;positif;ahmad luthfi tegaskan komitmen lindungi hak pekerja di jateng;1;ahmad luthfi tegaskan komitmen lindungi hak pekerja di jateng;ahmad luthfi tegaskan komitmen lindungi hak pekerja di jateng;0
Jokowi Tegaskan Dukung Luthfi-Yasin di Pilgub Jateng: Semua Orang Tahu https://t.co/IJg0B6JTpQ;positif;jokowi tegaskan dukung luthfiyasin di pilgub jateng semua orang tahu;1;jokowi tegaskan dukung luthfiyasin di pilgub jateng semua orang tahu;jokowi tegaskan dukung luthfiyasin di pilgub jateng semua orang tahu;0
Makelar jabatan sudah turun gunung untuk memoles citra Ahmad Luthfi kembali bersih setelah debat kemarin survei nya anjlok Ternyata Gaes Raffi Ahmad ini juga mendukung Cawagub Banten Dimyati lho seperti yg kita tahu kan Dimyati ini mantan narapidana suap 1 5 miliar kok didukung https://t.co/LYGHHvNk5U;negatif;makelar jabatan sudah turun gunung untuk memoles citra ahmad luthfi kembali bersih setelah debat kemarin survei nya anjlok ternyata gaes raffi ahmad ini juga mendukung cawagub banten dimyati lho seperti yg kita tahu kan dimyati ini mantan narapidana suap   miliar kok didukung;3;makelar jabatan sudah turun gunung untuk memoles citra ahmad luthfi kembali bersih setelah debat kemarin survei nya anjlok ternyata gaes raffi ahmad ini juga mendukung cawagub banten dimyati lho seperti yg kita tahu kan dimyati ini mantan narapidana suap   miliar kok didukung;makelar jabatan sudah turun gunung untuk memoles citra ahmad luthfi kembali bersih setelah debat kemarin survei nya anjlok ternyata gaes raffi ahmad ini juga mendukung cawagub banten dimyati lho seperti yang kita tahu kan dimyati ini mantan narapidana suap miliar kok didukung;1
No caption Ahmad Luthfi cagub Jateng Untuk Jateng tanpa PDIP https://t.co/5QVDn4JKb9;positif;no caption ahmad luthfi cagub jateng untuk jateng tanpa pdip;1;no caption ahmad luthfi cagub jateng untuk jateng tanpa pdip;nomor caption ahmad luthfi cagub jateng untuk jateng tanpa pdip;1
Sudah Kenceng Njebak Malah Salah Dan Blunder Cek Fakta Debat Pilgub Jateng Ahmad Luthfi soal Nama Desa Temparak Dalam debat perdana KPU Jateng yang digelar pada Rabu (30/10/2024) calon Gubernur Jawa Tengah Ahmad Luthfi menyebutkan bahwa terdapat sebuah desa bernama Temparak https://t.co/0rE7VMwutS;negatif;sudah kenceng njebak malah salah dan blunder cek fakta debat pilgub jateng ahmad luthfi soal nama desa temparak dalam debat perdana kpu jateng yang digelar pada rabu  calon gubernur jawa tengah ahmad luthfi menyebutkan bahwa terdapat sebuah desa bernama temparak;2;sudah kenceng njebak malah salah dan blunder cek fakta debat pilgub jateng ahmad luthfi soal nama desa temparak dalam debat perdana kpu jateng yang digelar pada rabu  calon gubernur jawa tengah ahmad luthfi menyebutkan bahwa terdapat sebuah desa bernama temparak;sudah kencang njebak bahkan salah dan blunder cek fakta debat pilgub jateng ahmad luthfi soal nama desa temparak dalam debat perdana kpu jateng yang digelar pada rabu calon gubernur jawa tengah ahmad luthfi menyebutkan bahwa terdapat sebuah desa bernama temparak;2
Dilempar Asbak Ahmad Luthfi Beri Klarifikasi : Itu Urusan Pribadi Saya Jangan Campuri Viral Vanesa Nabila Selebgram Diduga Jadi Simpanan Cagub Jawa Tengah Ahmad Luthfi Disebut Ribut Hingga Dilempar Asbak Gegara... Ini sih dah masuk Penganiayaan Karakter AROGAN Dipertunjukkan oleh ahmad luthfi https://t.co/HI01AVpnxI;negatif;dilempar asbak ahmad luthfi beri klarifikasi itu urusan pribadi saya jangan campuri viral vanesa nabila selebgram diduga jadi simpanan cagub jawa tengah ahmad luthfi disebut ribut hingga dilempar asbak gegara ini sih dah masuk penganiayaan karakter arogan dipertunjukkan oleh ahmad luthfi;2;dilempar asbak ahmad luthfi beri klarifikasi itu urusan pribadi saya jangan campuri viral vanesa nabila selebgram diduga jadi simpanan cagub jawa tengah ahmad luthfi disebut ribut hingga dilempar asbak gegara ini sih dah masuk penganiayaan karakter arogan dipertunjukkan oleh ahmad luthfi;dilempar asbak ahmad luthfi beri klarifikasi itu urusan pribadi saya jangan campuri viral vanesa nabila selebgram diduga jadi simpanan cagub jawa tengah ahmad luthfi disebut ribut hingga dilempar asbak gegara ini sih deh masuk penganiayaan karakter arogan dipertunjukkan oleh ahmad luthfi;1
Prestasi Ahmad Luthfi di jateng bukan kaleng-kaleng Ahmad Luthfi bapak dari yatim korban covid di jawa tengah dengan membiayai pendidikannya bukan hanya untuk anggota polri tapi masyarakat jateng https://t.co/BIgfNLRrCB;positif;prestasi ahmad luthfi di jateng bukan kalengkaleng ahmad luthfi bapak dari yatim korban covid di jawa tengah dengan membiayai pendidikannya bukan hanya untuk anggota polri tapi masyarakat jateng;1;prestasi ahmad luthfi di jateng bukan kalengkaleng ahmad luthfi bapak dari yatim korban covid di jawa tengah dengan membiayai pendidikannya bukan hanya untuk anggota polri tapi masyarakat jateng;prestasi ahmad luthfi di jateng bukan kalengkaleng ahmad luthfi bapak dari yatim korban covid di jawa tengah dengan membiayai pendidikannya bukan hanya untuk anggota polri tapi masyarakat jateng;0
#KomandanPacul Ketua Timses Jadi KSP Jalan Mulus Kemenangan Ahmad Luthfi? Bambang Pacul Kalau Menjadi KSP Di Bayar Pakai APBN Gak? Semangat.. Pak andika... Perkasa maju terusssss Rakyat Jawa Tengah juga harus pintar Jateng di obok obok Genk Mulyono dengan segala cara demi https://t.co/wk6fBDCfBX;negatif;ketua timses jadi ksp jalan mulus kemenangan ahmad luthfi bambang pacul kalau menjadi ksp di bayar pakai apbn gak semangat pak andika perkasa maju terusssss rakyat jawa tengah juga harus pintar jateng di obok obok genk mulyono dengan segala cara demi;2;ketua timses jadi ksp jalan mulus kemenangan ahmad luthfi bambang pacul kalau menjadi ksp di bayar pakai apbn gak semangat pak andika perkasa maju terusssss rakyat jawa tengah juga harus pintar jateng di obok obok genk mulyono dengan segala cara demi;ketua timses jadi ksp jalan mulus kemenangan ahmad luthfi bambang pacul kalau menjadi ksp di bayar pakai apbn enggak semangat pak andika perkasa maju terusssss rakyat jawa tengah juga harus pintar jateng di obok obok genk mulyono dengan segala cara demi;1
SMRC: Pasangan Andika-Hendi 48 1 Persen dan Luthfi-Yasin 47 5 Persen di Jawa Tengah Jika Pilkada Dilakukan Sekarang Pasangan Andika Perkasa Hendrar Prihadi (Andika-Hendi) mendapatkan suara 48 1 persen dan Ahmad Luthfi Taj Yasin (Luthfi-Yasin) 47 5 persen jika pemilihan dilakukan sekarang https://t.co/tCygJZwXPA;negatif;smrc pasangan andikahendi   persen dan luthfiyasin   persen di jawa tengah jika pilkada dilakukan sekarang pasangan andika perkasa hendrar prihadi andikahendi mendapatkan suara   persen dan ahmad luthfi taj yasin luthfiyasin   persen jika pemilihan dilakukan sekarang;9;smrc pasangan andikahendi   persen dan luthfiyasin   persen di jawa tengah jika pilkada dilakukan sekarang pasangan andika perkasa hendrar prihadi andikahendi mendapatkan suara   persen dan ahmad luthfi taj yasin luthfiyasin   persen jika pemilihan dilakukan sekarang;smrc pasangan andikahendi persen dan luthfiyasin persen di jawa tengah jika pemilihan kepala daerah dilakukan sekarang pasangan andika perkasa hendrar prihadi andikahendi mendapatkan suara persen dan ahmad luthfi taj yasin luthfiyasin persen jika pemilihan dilakukan sekarang;1
Luar biasa dukungan seluruh santri dan pondok pesantren kepada pasangan Ahmad Luthfi dan Taj Yasin Semoga menjadi keberkahan untuk Jawa Tengah Untuk Jateng tanpa PDIP https://t.co/Jbpckq4ZHR;positif;luar biasa dukungan seluruh santri dan pondok pesantren kepada pasangan ahmad luthfi dan taj yasin semoga menjadi keberkahan untuk jawa tengah untuk jateng tanpa pdip;1;luar biasa dukungan seluruh santri dan pondok pesantren kepada pasangan ahmad luthfi dan taj yasin semoga menjadi keberkahan untuk jawa tengah untuk jateng tanpa pdip;luar biasa dukungan seluruh santri dan pondok pesantren kepada pasangan ahmad luthfi dan taj yasin semoga menjadi keberkahan untuk jawa tengah untuk jateng tanpa pdip;0
Tipu-tipu kelicikan Ahmad Luthfi boneka 12 partai KIM+PKS. Dia tanyakan solusi apakah yg akan saudara berikan kpd warga Jawa Tengah yg ada diujung timur? Itu pertanyaannya dan pak Andika sdh jawab dgn benar. Tapi liciknya Lutfhi dia ngeles dgn bilang tapi pertanyaan sy diujung https://t.co/P4m2cAmR5U;negatif;tiputipu kelicikan ahmad luthfi boneka  partai kimpks dia tanyakan solusi apakah yg akan saudara berikan kpd warga jawa tengah yg ada diujung timur itu pertanyaannya dan pak andika sdh jawab dgn benar tapi liciknya lutfhi dia ngeles dgn bilang tapi pertanyaan sy diujung;2;tiputipu kelicikan ahmad luthfi boneka  partai kimpks dia tanyakan solusi apakah yg akan saudara berikan kpd warga jawa tengah yg ada diujung timur itu pertanyaannya dan pak andika sdh jawab dgn benar tapi liciknya lutfhi dia ngeles dgn bilang tapi pertanyaan sy diujung;tiputipu kelicikan ahmad luthfi boneka partai kimpks dia tanyakan solusi apakah yang akan saudara berikan kepada warga jawa tengah yang ada diujung timur itu pertanyaannya dan pak andika sudah jawab dengan benar tapi liciknya lutfhi dia berkilah dengan bilang tapi pertanyaan saya diujung;8
Jokowi ditengarai berupaya memenangkan Ahmad Luthfi dalam Pemilihan Gubernur Jawa Tengah. Megawati menolak kalah di kandang banteng. #bocoraluspolitik https://t.co/gZrRJuLHhe;negatif;jokowi ditengarai berupaya memenangkan ahmad luthfi dalam pemilihan gubernur jawa tengah megawati menolak kalah di kandang banteng;2;jokowi ditengarai berupaya memenangkan ahmad luthfi dalam pemilihan gubernur jawa tengah megawati menolak kalah di kandang banteng;jokowi ditengarai berupaya memenangkan ahmad luthfi dalam pemilihan gubernur jawa tengah megawati tolak kalah di kandang banteng;1
Pilihlah cagub Jawa Tengah yang didukung ulama dan para kyai Ahmad Luthfi dan Taj Yasin Juahkan jateng dari penyakit merah yang mengajak pada kemiskinan komunis dan korupsi https://t.co/JFw1LNFXKb;positif;pilihlah cagub jawa tengah yang didukung ulama dan para kyai ahmad luthfi dan taj yasin juahkan jateng dari penyakit merah yang mengajak pada kemiskinan komunis dan korupsi;1;pilihlah cagub jawa tengah yang didukung ulama dan para kyai ahmad luthfi dan taj yasin juahkan jateng dari penyakit merah yang mengajak pada kemiskinan komunis dan korupsi;pilihlah cagub jawa tengah yang didukung ulama dan para kyai ahmad luthfi dan taj yasin juahkan jateng dari penyakit merah yang mengajak pada kemiskinan komunis dan korupsi;0
Pengen #JatengPerkasa ya jelas bareng Andika Perkasa yesss! Inilah kenapa tingkat kesukaan/disukai masyarakat kpd Andika Perkasa lbh tinggi daripada rivalnya Ahmad Luthfi https://t.co/WItfttaXz0;negatif;pengen ya jelas bareng andika perkasa yesss inilah kenapa tingkat kesukaandisukai masyarakat kpd andika perkasa lbh tinggi daripada rivalnya ahmad luthfi;2;pengen ya jelas bareng andika perkasa yesss inilah kenapa tingkat kesukaandisukai masyarakat kpd andika perkasa lbh tinggi daripada rivalnya ahmad luthfi;pengin iya jelas bareng andika perkasa yesss inilah kenapa tingkat kesukaandisukai masyarakat kepada andika perkasa lebih tinggi daripada rivalnya ahmad luthfi;4
Survei: Andika Tegas Lebih Ganteng Dibanding Ahmad Luthfi di Mata Warga... https://t.co/8OLyeneapS;negatif;survei andika tegas lebih ganteng dibanding ahmad luthfi di mata warga;1;survei andika tegas lebih ganteng dibanding ahmad luthfi di mata warga;survei andika tegas lebih ganteng dibanding ahmad luthfi di mata warga;0
Saat ditanya wartawan terkait dukungan Presiden ketujuh Joko Widodo untuk dirinya di Pilkada Jawa Tengah 2024. Calon gubernur Jawa Tengah nomor urut dua Ahmad Luthfi mengaku Joko Widodo memberikan dukungan penuh terhadap gagasan program-program yang dibawanya untuk jawa tengah https://t.co/yhuKSdBhxZ;positif;saat ditanya wartawan terkait dukungan presiden ketujuh joko widodo untuk dirinya di pilkada jawa tengah  calon gubernur jawa tengah nomor urut dua ahmad luthfi mengaku joko widodo memberikan dukungan penuh terhadap gagasan programprogram yang dibawanya untuk jawa tengah;2;saat ditanya wartawan terkait dukungan presiden ketujuh joko widodo untuk dirinya di pilkada jawa tengah  calon gubernur jawa tengah nomor urut dua ahmad luthfi mengaku joko widodo memberikan dukungan penuh terhadap gagasan programprogram yang dibawanya untuk jawa tengah;saat ditanya wartawan terkait dukungan presiden ketujuh joko widodo untuk dirinya di pemilihan kepala daerah jawa tengah calon gubernur jawa tengah nomor urut dua ahmad luthfi mengaku joko widodo memberikan dukungan penuh terhadap gagasan programprogram yang dibawanya untuk jawa tengah;1
Breaking news : setelah dana buzzer ahmad luthfi bocor lnjt ribut tentang ormas yg minta logonya di hapus dri baliho. Dana kampanye gk turun bree padahal 3 3 Milyar buat buzzer kemarin juga belum lunas Kejam y bree di kick dari group. Uda bnyk yg korup timses sm buzzernya... https://t.co/x3V5iWP5FN;negatif;breaking news setelah dana buzzer ahmad luthfi bocor lnjt ribut tentang ormas yg minta logonya di hapus dri baliho dana kampanye gk turun bree padahal   milyar buat buzzer kemarin juga belum lunas kejam y bree di kick dari group uda bnyk yg korup timses sm buzzernya;4;breaking news setelah dana buzzer ahmad luthfi bocor lnjt ribut tentang ormas yg minta logonya di hapus dri baliho dana kampanye gk turun bree padahal   milyar buat buzzer kemarin juga belum lunas kejam y bree di kick dari group uda bnyk yg korup timses sm buzzernya;breaking news setelah dana buzzer ahmad luthfi bocor lnjt ribut tentang ormas yang meminta logonya di hapus dari baliho dana kampanye enggak turun bree padahal milyar buat buzzer kemarin juga belum lunas kejam ya bree di kick dari group sudah banyak yang korupsi timses sama buzzernya;10
Sudah harga mati bagi kami kader Partai Golkar baik anggota DPR RI DPRD Provinsi dan DPRD Kabupaten/ kota hingga ke pengurus tingkat kecamatan untuk memenangkan Ahmad Luthfi dan Taj Yasin di Pilgub Jateng 2024 Bendahara DPD I Partai Golkar Jawa Tengah Mohammad Saleh https://t.co/srot5HzhW2;positif;sudah harga mati bagi kami kader partai golkar baik anggota dpr ri dprd provinsi dan dprd kabupaten kota hingga ke pengurus tingkat kecamatan untuk memenangkan ahmad luthfi dan taj yasin di pilgub jateng  bendahara dpd i partai golkar jawa tengah mohammad saleh;2;sudah harga mati bagi kami kader partai golkar baik anggota dpr ri dprd provinsi dan dprd kabupaten kota hingga ke pengurus tingkat kecamatan untuk memenangkan ahmad luthfi dan taj yasin di pilgub jateng  bendahara dpd i partai golkar jawa tengah mohammad saleh;sudah harga mati bagi kami kader partai golkar baik anggota dpr ri dprd provinsi dan dprd kabupaten kota hingga ke pengurus tingkat kecamatan untuk memenangkan ahmad luthfi dan taj yasin di pilgub jateng bendahara dpd i partai golkar jawa tengah mohammad saleh;0
Wajar pilgub Jateng menang Ahmad luthfi - Gus Taj Yasin ketimbang Andika hendi karena mau merangkul masyarakat apalagi Gus Taj Yasin adalah figur alim berakhlak baik dan putra dari ulama besar.. Jangan pakai caci maki kampanye hitam disamping itu dosa juga menghancurkan mu.. https://t.co/dTwSgkDzue;positif;wajar pilgub jateng menang ahmad luthfi gus taj yasin ketimbang andika hendi karena mau merangkul masyarakat apalagi gus taj yasin adalah figur alim berakhlak baik dan putra dari ulama besar jangan pakai caci maki kampanye hitam disamping itu dosa juga menghancurkan mu;2;wajar pilgub jateng menang ahmad luthfi gus taj yasin ketimbang andika hendi karena mau merangkul masyarakat apalagi gus taj yasin adalah figur alim berakhlak baik dan putra dari ulama besar jangan pakai caci maki kampanye hitam disamping itu dosa juga menghancurkan mu;wajar pilgub jateng menang ahmad luthfi gus taj yasin ketimbang andika hendi karena mau merangkul masyarakat apalagi gus taj yasin adalah figur alim berakhlak baik dan putra dari ulama besar jangan pakai caci maki kampanye hitam disamping itu dosa juga menghancurkan mu;0
Detik-detik boneka KIM+PKS di Pilgub Jawa Tengah pamer kebodohan. Ahmad Luthfi ditanya bgmn cara mengatasi permasalahan yg ada di Jateng dia jawab ya saya jadi gubernur dulu . Boneka beleng-beleng dia malah tertawa. Ini mirip ceboker yg sering komen bodoh sambil tertawa https://t.co/DaoUKAktAo;negatif;detikdetik boneka kimpks di pilgub jawa tengah pamer kebodohan ahmad luthfi ditanya bgmn cara mengatasi permasalahan yg ada di jateng dia jawab ya saya jadi gubernur dulu boneka belengbeleng dia malah tertawa ini mirip ceboker yg sering komen bodoh sambil tertawa;2;detikdetik boneka kimpks di pilgub jawa tengah pamer kebodohan ahmad luthfi ditanya bgmn cara mengatasi permasalahan yg ada di jateng dia jawab ya saya jadi gubernur dulu boneka belengbeleng dia malah tertawa ini mirip ceboker yg sering komen bodoh sambil tertawa;detikdetik boneka kimpks di pilgub jawa tengah pamer kebodohan ahmad luthfi ditanya bagaimana cara mengatasi permasalahan yang ada di jateng dia jawab iya saya jadi gubernur dulu boneka belengbeleng dia bahkan tertawa ini mirip ceboker yang sering komen bodoh sambil tertawa;5
Cagub Jateng Ahmad Luthfi Doakan Respati-Astrid Jadi Pemimpin Amanah di Solo;positif;cagub jateng ahmad luthfi doakan respatiastrid jadi pemimpin amanah di solo;0;cagub jateng ahmad luthfi doakan respatiastrid jadi pemimpin amanah di solo;cagub jateng ahmad luthfi doakan respatiastrid jadi pemimpin amanah di solo;0
Ahmad Luthfi Ajak Warga Kampanyekan Politik Gembira: Tak Usah Bertengkar;positif;ahmad luthfi ajak warga kampanyekan politik gembira tak usah bertengkar;0;ahmad luthfi ajak warga kampanyekan politik gembira tak usah bertengkar;ahmad luthfi ajak warga kampanyekan politik gembira tidak perlu bertengkar;2
Sudaryono Sebut Ahmad Luthfi Punya KTA Gerindra ;positif;sudaryono sebut ahmad luthfi punya kta gerindra;0;sudaryono sebut ahmad luthfi punya kta gerindra;sudaryono sebut ahmad luthfi punya kita gerindra;1
Bismillah Paslon 01 Mas Andika Mas Hendi Perlahan-lahan tapi pasti terus menyalip Paslon Ahmad Luthfi Taj yasin yg didukung Mulyono Para Kades yg gak taat aturan warga Jateng yg waras pasti pilih pemimpin yg taat aturan dan pemimpin yg punya Etika https://t.co/Ib8SKQ0jgI;negatif;bismillah paslon  mas andika mas hendi perlahanlahan tapi pasti terus menyalip paslon ahmad luthfi taj yasin yg didukung mulyono para kades yg gak taat aturan warga jateng yg waras pasti pilih pemimpin yg taat aturan dan pemimpin yg punya etika;2;bismillah paslon  mas andika mas hendi perlahanlahan tapi pasti terus menyalip paslon ahmad luthfi taj yasin yg didukung mulyono para kades yg gak taat aturan warga jateng yg waras pasti pilih pemimpin yg taat aturan dan pemimpin yg punya etika;bismillah paslon mas andika mas hendi perlahanlahan tapi pasti terus menyalip paslon ahmad luthfi taj yasin yang didukung mulyono para kades yang enggak taat aturan warga jateng yang waras pasti pilih pemimpin yang taat aturan dan pemimpin yang punya etika;6
Pertanyaan jebakan Ahmad Luthfi ke pak Andika perkasa jadi blunder untuk dirinya sendiri. Rambo orang baik.️ #JatengPerkasa https://t.co/yVEHHKrKJe;negatif;pertanyaan jebakan ahmad luthfi ke pak andika perkasa jadi blunder untuk dirinya sendiri rambo orang baik;2;pertanyaan jebakan ahmad luthfi ke pak andika perkasa jadi blunder untuk dirinya sendiri rambo orang baik;pertanyaan jebakan ahmad luthfi ke pak andika perkasa jadi blunder untuk dirinya sendiri rambo orang baik;0
Kejadian di balai desa Kabupaten Boyolali Kades digerakkan untuk mendukung cabup Agus Irawan dan Cagub Jawa Tengah Ahmad Luthfi. Padahal belum lama ini Kaesang kampanye di Boyolali untuk Agus Irawan dan Lutfi pun bertemu Jokowi. Kok masih mengerakkan Kades? apa mereka sudah gak optimis https://t.co/8r3KHh6U4f;negatif;kejadian di balai desa kabupaten boyolali kades digerakkan untuk mendukung cabup agus irawan dan cagub jawa tengah ahmad luthfi padahal belum lama ini kaesang kampanye di boyolali untuk agus irawan dan lutfi pun bertemu jokowi kok masih mengerakkan kades apa mereka sudah gak optimis;1;kejadian di balai desa kabupaten boyolali kades digerakkan untuk mendukung cabup agus irawan dan cagub jawa tengah ahmad luthfi padahal belum lama ini kaesang kampanye di boyolali untuk agus irawan dan lutfi pun bertemu jokowi kok masih mengerakkan kades apa mereka sudah gak optimis;kejadian di balai desa kabupaten boyolali kades digerakkan untuk mendukung cabup agus irawan dan cagub jawa tengah ahmad luthfi padahal belum lama ini kaesang kampanye di boyolali untuk agus irawan dan lutfi pun bertemu jokowi kok masih mengerakkan kades apa mereka sudah enggak optimis;1
Debat core pilkada 2024. Luar biasa boneka KIM+PKS di Jawa Tengah yaitu Ahmad Luthfi - Yasin masuk. https://t.co/wt7j4ixCZj;negatif;debat core pilkada  luar biasa boneka kimpks di jawa tengah yaitu ahmad luthfi yasin masuk;3;debat core pilkada  luar biasa boneka kimpks di jawa tengah yaitu ahmad luthfi yasin masuk;debat core pemilihan kepala daerah luar biasa boneka kimpks di jawa tengah yaitu ahmad luthfi yasin masuk;1
Yok Cek Fakta Soal Ahmad Luthfi sebut Nama Desa TEMPARAK. Jadi intinya Lutfi ngawur...? Yang ada nama Desa TEMBARAK dan berada di kawasan pegunungan sehingga tidak memiliki akses ke wilayah pesisir atau laut. ;negatif;yok cek fakta soal ahmad luthfi sebut nama desa temparak jadi intinya lutfi ngawur yang ada nama desa tembarak dan berada di kawasan pegunungan sehingga tidak memiliki akses ke wilayah pesisir atau laut;0;yok cek fakta soal ahmad luthfi sebut nama desa temparak jadi intinya lutfi ngawur yang ada nama desa tembarak dan berada di kawasan pegunungan sehingga tidak memiliki akses ke wilayah pesisir atau laut;yuk cek fakta soal ahmad luthfi sebut nama desa temparak jadi intinya lutfi berbicara sembarangan yang ada nama desa tembarak dan berada di kawasan pegunungan sehingga tidak memiliki akses ke wilayah pesisir atau laut;2
Andika Tanggapi Pertemuan Ahmad Luthfi Dengan Prabowo dan Jokowi sesuatu hal yang biasa. https://t.co/eUcgBBWsol;positif;andika tanggapi pertemuan ahmad luthfi dengan prabowo dan jokowi sesuatu hal yang biasa;1;andika tanggapi pertemuan ahmad luthfi dengan prabowo dan jokowi sesuatu hal yang biasa;andika tanggapi pertemuan ahmad luthfi dengan prabowo dan jokowi sesuatu hal yang biasa;0
