text;sentimen;cleaned_text;missing_words;case_folding;normalized_text;normalized_count
"Inga...Inga..! Pilkada 27 November 2024 ayo kita menangkan: Jakarta Menyala : No. urut 3 Mas Pram-Bang Doel Jateng Perkasa : No. urut 1 Andika Hendi Jatim Resik-resik : No. urut 3 Risma-Gus Hans Setuju Like &amp; Retwit https://t.co/p9vLM8x882";positif;ingainga pilkada  november  ayo kita menangkan jakarta menyala no urut  mas prambang doel jateng perkasa no urut  andika hendi jatim resikresik no urut  rismagus hans setuju like amp retwit;9;ingainga pilkada  november  ayo kita menangkan jakarta menyala no urut  mas prambang doel jateng perkasa no urut  andika hendi jatim resikresik no urut  rismagus hans setuju like amp retwit;ingainga pemilihan kepala daerah november ayo kita menangkan jakarta menyala nomor urut mas prambang doel jateng perkasa nomor urut andika hendi jatim resikresik nomor urut rismagus hans setuju like amp retwit;4
Aktivis Minta KPK Periksa LHKPN Andika Perkasa https://t.co/iEqaSnq7zJ;negatif;aktivis minta kpk periksa lhkpn andika perkasa;1;aktivis minta kpk periksa lhkpn andika perkasa;aktivis meminta kpk periksa lhkpn andika perkasa;1
Rencana mau nyoblos dan sepulang nyoblos latihan VG utk lomba nanti dan ini latihan terakhir. Tibà2 baca grup ada yg mau permisi ga bs latihan jadi males rasanya. Lagian sebenarnya aq pengen milih pak Andika Perkasa sayangnya aq warga Riau #GaJelas;positif;rencana mau nyoblos dan sepulang nyoblos latihan vg utk lomba nanti dan ini latihan terakhir tibà baca grup ada yg mau permisi ga bs latihan jadi males rasanya lagian sebenarnya aq pengen milih pak andika perkasa sayangnya aq warga riau;1;rencana mau nyoblos dan sepulang nyoblos latihan vg utk lomba nanti dan ini latihan terakhir tibà baca grup ada yg mau permisi ga bs latihan jadi males rasanya lagian sebenarnya aq pengen milih pak andika perkasa sayangnya aq warga riau;rencana mau mencoblos dan sepulang mencoblos latihan vg untuk lomba nanti dan ini latihan terakhir tibà baca grup ada yang mau permisi enggak bisa latihan jadi malas rasanya lagian sebenarnya aku pengin memilih pak andika perkasa sayangnya aku warga riau;11
oalah gue baru tau ternyata andika perkasa dulunya katolik ye namanya pun sangat katolik fx hahaha;negatif;oalah gue baru tau ternyata andika perkasa dulunya katolik ye namanya pun sangat katolik fx hahaha;0;oalah gue baru tau ternyata andika perkasa dulunya katolik ye namanya pun sangat katolik fx hahaha;oalah saya baru tahu ternyata andika perkasa dulunya katolik ye namanya pun sangat katolik fx hahaha;2
Nyoblos di TPS 3 Lempongsari Semarang Andika Perkasa: Kini Gantian Rakyat Jateng Yang Menentukan Pilihannya https://t.co/szob5ymWGI;positif;nyoblos di tps  lempongsari semarang andika perkasa kini gantian rakyat jateng yang menentukan pilihannya;2;nyoblos di tps  lempongsari semarang andika perkasa kini gantian rakyat jateng yang menentukan pilihannya;mencoblos di tps lempongsari semarang andika perkasa kini gantian rakyat jateng yang menentukan pilihannya;1
Terlebih jika Andika Perkasa menang di Pilkada Jateng dan Risma menang di Pilgub Jatim sempurna sudah krn menguasai 3 Prov.di Jawa = Kemenangan Demokrasi dan ada bahan Rekonsiliasi PDIP -KIM Plus dmn posisi tawar Anies sbg Wapres ganti fufufafa(ga mustahil);positif;terlebih jika andika perkasa menang di pilkada jateng dan risma menang di pilgub jatim sempurna sudah krn menguasai  provdi jawa kemenangan demokrasi dan ada bahan rekonsiliasi pdip kim plus dmn posisi tawar anies sbg wapres ganti fufufafaga mustahil;2;terlebih jika andika perkasa menang di pilkada jateng dan risma menang di pilgub jatim sempurna sudah krn menguasai  provdi jawa kemenangan demokrasi dan ada bahan rekonsiliasi pdip kim plus dmn posisi tawar anies sbg wapres ganti fufufafaga mustahil;terlebih jika andika perkasa menang di pemilihan kepala daerah jateng dan risma menang di pilgub jatim sempurna sudah karena menguasai provdi jawa kemenangan demokrasi dan ada bahan rekonsiliasi pdip kim plus dimana posisi tawar anies sebagai wapres ganti fufufafaga mustahil;4
*RELAWAN ANDIKA HENDI BERSAMA BAWASLU GREBEK GUDANG SEMBAKO DISOLO.* Grebeg Timbunan SEMBAKO Pucangsawit RW. 07 Barang di Segel Panwascam Solo;negatif;relawan andika hendi bersama bawaslu grebek gudang sembako disolo grebeg timbunan sembako pucangsawit rw  barang di segel panwascam solo;1;relawan andika hendi bersama bawaslu grebek gudang sembako disolo grebeg timbunan sembako pucangsawit rw  barang di segel panwascam solo;relawan andika hendi bersama bawaslu grebek gudang sembilan bahan pokok disolo grebeg timbunan sembilan bahan pokok pucangsawit rw barang di segel panwascam solo;2
Tak menyangka Jenderal Andika Perkasa bersama istri tercinta mengajak rombongannya untuk mengunjungi rumah Serda Yulianus. Tanpa mengungkap jati diri dan jabatan Jenderal Andika berbincang sopan dengan ibunda prajuritnya. https://t.co/eznvU4enOL;positif;tak menyangka jenderal andika perkasa bersama istri tercinta mengajak rombongannya untuk mengunjungi rumah serda yulianus tanpa mengungkap jati diri dan jabatan jenderal andika berbincang sopan dengan ibunda prajuritnya;1;tak menyangka jenderal andika perkasa bersama istri tercinta mengajak rombongannya untuk mengunjungi rumah serda yulianus tanpa mengungkap jati diri dan jabatan jenderal andika berbincang sopan dengan ibunda prajuritnya;tidak menyangka jenderal andika perkasa bersama istri tercinta mengajak rombongannya untuk mengunjungi rumah serda yulianus tanpa mengungkap jati diri dan jabatan jenderal andika berbincang sopan dengan ibunda prajuritnya;1
Andika Perkasa Didampingi Istri Salurkan Hak Suara pada Pilgub Jateng di Lempongsari https://t.co/lloYavL0It;positif;andika perkasa didampingi istri salurkan hak suara pada pilgub jateng di lempongsari;1;andika perkasa didampingi istri salurkan hak suara pada pilgub jateng di lempongsari;andika perkasa didampingi istri salurkan hak suara pada pilgub jateng di lempongsari;0
cuma pak andika perkasa army yg baik;positif;cuma pak andika perkasa army yg baik;0;cuma pak andika perkasa army yg baik;cuma pak andika perkasa army yang baik;1
Andika Perkasa dan Istri Nyoblos di TPS Lempongsari Semarang Siap Terima Apa pun Hasilnya https://t.co/yyKQJzjFjo;negatif;andika perkasa dan istri nyoblos di tps lempongsari semarang siap terima apa pun hasilnya;1;andika perkasa dan istri nyoblos di tps lempongsari semarang siap terima apa pun hasilnya;andika perkasa dan istri mencoblos di tps lempongsari semarang siap terima apa pun hasilnya;1
KEKALAHAN Andika/Hendrar menjadi penanda bagi terciptanya sejarah tumbangnya PDIP di kandang Banteng https://t.co/L2ruGgLrmf;negatif;kekalahan andikahendrar menjadi penanda bagi terciptanya sejarah tumbangnya pdip di kandang banteng;1;kekalahan andikahendrar menjadi penanda bagi terciptanya sejarah tumbangnya pdip di kandang banteng;kekalahan andikahendrar menjadi penanda bagi terciptanya sejarah tumbangnya pdip di kandang banteng;0
Pilkada Jateng 2024 Andika Perkasa Unggul di TPS Jokowi Nyoblos https://t.co/6gxAwxYEg7;positif;pilkada jateng  andika perkasa unggul di tps jokowi nyoblos;2;pilkada jateng  andika perkasa unggul di tps jokowi nyoblos;pemilihan kepala daerah jateng andika perkasa unggul di tps jokowi mencoblos;2
Pasangan Ahmad Luthfi-Taj Yasin unggul versi hitung cepat dari lawannya Andika Perkasa-Hendrar Prihadi atau Hendi. Terkait hasil ini pengamat politik Undip menyebut ada Jokowi effect di balik keberhasilan Luthfi-Yasin di kandang banteng ini. https://t.co/wuMpbZi9DV;negatif;pasangan ahmad luthfitaj yasin unggul versi hitung cepat dari lawannya andika perkasahendrar prihadi atau hendi terkait hasil ini pengamat politik undip menyebut ada jokowi effect di balik keberhasilan luthfiyasin di kandang banteng ini;1;pasangan ahmad luthfitaj yasin unggul versi hitung cepat dari lawannya andika perkasahendrar prihadi atau hendi terkait hasil ini pengamat politik undip menyebut ada jokowi effect di balik keberhasilan luthfiyasin di kandang banteng ini;pasangan ahmad luthfitaj yasin unggul versi hitung cepat dari lawannya andika perkasahendrar prihadi atau hendi terkait hasil ini pengamat politik undip menyebut ada jokowi effect di balik keberhasilan luthfiyasin di kandang banteng ini;0
Quick Count Pilkada Jateng Ahmad Luthfi-Taj Yasin Unggul Telak dari Andika Perkasa-Hendrar Prihadi;negatif;quick count pilkada jateng ahmad luthfitaj yasin unggul telak dari andika perkasahendrar prihadi;0;quick count pilkada jateng ahmad luthfitaj yasin unggul telak dari andika perkasahendrar prihadi;quick count pemilihan kepala daerah jateng ahmad luthfitaj yasin unggul telak dari andika perkasahendrar prihadi;1
Andika-Hendi walau kalah hitung cepat dg Luthfi-Yasin. Aneh Andika Perkasa menang di TPS Jokowi artinya warga paham. Andika-Hendi Menang dari Luthfi-Taj Yasin di TPS Jokowi https://t.co/8Edn4VROEE;positif;andikahendi walau kalah hitung cepat dg luthfiyasin aneh andika perkasa menang di tps jokowi artinya warga paham andikahendi menang dari luthfitaj yasin di tps jokowi;1;andikahendi walau kalah hitung cepat dg luthfiyasin aneh andika perkasa menang di tps jokowi artinya warga paham andikahendi menang dari luthfitaj yasin di tps jokowi;andikahendi walau kalah hitung cepat dengan luthfiyasin aneh andika perkasa menang di tps jokowi artinya warga paham andikahendi menang dari luthfitaj yasin di tps jokowi;1
Keluarga Mulyono takut bngt sm JENDRAL yg satu ini menang di JATENG. Berbagai cara mereka ingin menumbangkan ANDIKA PERKASA. Smpi rela MANTAN PRESIDEN menjd jurkam Mereka tau ANDIKA PERKASA dipersiapkan tuk capres 2029. Panik GK tuh.. MELEDAK.... https://t.co/32dLRMNugu;positif;keluarga mulyono takut bngt sm jendral yg satu ini menang di jateng berbagai cara mereka ingin menumbangkan andika perkasa smpi rela mantan presiden menjd jurkam mereka tau andika perkasa dipersiapkan tuk capres  panik gk tuh meledak;2;keluarga mulyono takut bngt sm jendral yg satu ini menang di jateng berbagai cara mereka ingin menumbangkan andika perkasa smpi rela mantan presiden menjd jurkam mereka tau andika perkasa dipersiapkan tuk capres  panik gk tuh meledak;keluarga mulyono takut banget sama jenderal yang satu ini menang di jateng berbagai cara mereka ingin menumbangkan andika perkasa smpi rela mantan presiden menjd jurkam mereka tahu andika perkasa dipersiapkan untuk capres panik enggak itu meledak;8
ANDIKA SEMAKIN PERKASA LUTHFI TINGGAL MIMPI..... JATENG TETAP PERKASA https://t.co/bQ1uGbyzs2;positif;andika semakin perkasa luthfi tinggal mimpi jateng tetap perkasa;1;andika semakin perkasa luthfi tinggal mimpi jateng tetap perkasa;andika semakin perkasa luthfi tinggal mimpi jateng tetap perkasa;0
Pak Andika itu levelnya bersama Raja Jawa yang asli;negatif;pak andika itu levelnya bersama raja jawa yang asli;0;pak andika itu levelnya bersama raja jawa yang asli;pak andika itu levelnya bersama raja jawa yang asli;0
Andika Perkasa -AKMIL -S1 -S2 -S2 -S2 -S3 Menyala gak tuh? Jangan dibanding bandingken sama sebelah ya. Jauh........ #JatengBerSATU #JatengPerkasa https://t.co/JtWNdbUpgA;positif;andika perkasa akmil s s s s s menyala gak tuh jangan dibanding bandingken sama sebelah ya jauh;3;andika perkasa akmil s s s s s menyala gak tuh jangan dibanding bandingken sama sebelah ya jauh;andika perkasa akmil si si si si si menyala enggak itu jangan dibanding bandingken sama sebelah iya jauh;8
Mas Rambo mantu semoga menjadi keluarga yg Samawa. jiwaku telah mencintaimu sejak hari Allah menciptakan kita lebih dari setahun yg lalu hati saya cukup diberkati untuk mengejar ketinggalan tulis Angela putri Andika Perkasa dlm caption IGnya.  https://t.co/1B4vN1iJMq;positif;mas rambo mantu semoga menjadi keluarga yg samawa jiwaku telah mencintaimu sejak hari allah menciptakan kita lebih dari setahun yg lalu hati saya cukup diberkati untuk mengejar ketinggalan tulis angela putri andika perkasa dlm caption ignya;1;mas rambo mantu semoga menjadi keluarga yg samawa jiwaku telah mencintaimu sejak hari allah menciptakan kita lebih dari setahun yg lalu hati saya cukup diberkati untuk mengejar ketinggalan tulis angela putri andika perkasa dlm caption ignya;mas rambo mantu semoga menjadi keluarga yang samawa jiwaku telah mencintaimu sejak hari allah menciptakan kita lebih dari setahun yang lalu hati saya cukup diberkati untuk mengejar ketinggalan tulis angela putri andika perkasa dalam caption ignya;3
Ingat ya dulur yg tinggal di Jawa Tengah dan mempunyai hak pilih di sana jangan lupa coblos 01 Andika Perkasa - Hendrar Prihadi pada tgl 27 November 2024 https://t.co/iVt8lwloAk;positif;ingat ya dulur yg tinggal di jawa tengah dan mempunyai hak pilih di sana jangan lupa coblos  andika perkasa hendrar prihadi pada tgl  november ;5;ingat ya dulur yg tinggal di jawa tengah dan mempunyai hak pilih di sana jangan lupa coblos  andika perkasa hendrar prihadi pada tgl  november ;ingat iya dulur yang tinggal di jawa tengah dan mempunyai hak pilih di sana jangan lupa coblos andika perkasa hendrar prihadi pada tanggal november;3
Kedatangan komandan Pacul disambut teriakan Korea Korea. Rambo siap melenting Andika Hendi untuk Jateng perkasa. https://t.co/tSNweJrzWX;positif;kedatangan komandan pacul disambut teriakan korea korea rambo siap melenting andika hendi untuk jateng perkasa;1;kedatangan komandan pacul disambut teriakan korea korea rambo siap melenting andika hendi untuk jateng perkasa;kedatangan komandan pacul disambut teriakan korea korea rambo siap melenting andika hendi untuk jateng perkasa;0
Istri Calon Gubernur Jawa Tengah nomor urut 1 Hetty Andika Perkasa mengungkapkan sosok Andika Perkasa adalah seorang suami yang selalu membuat dirinya merasa aman nyaman tentram dan sejahtera. Dan yang paling penting dari Andika Perkasa adalah setia. Andika Nomor Siji.  https://t.co/4j7SStcTJt;positif;istri calon gubernur jawa tengah nomor urut  hetty andika perkasa mengungkapkan sosok andika perkasa adalah seorang suami yang selalu membuat dirinya merasa aman nyaman tentram dan sejahtera dan yang paling penting dari andika perkasa adalah setia andika nomor siji;2;istri calon gubernur jawa tengah nomor urut  hetty andika perkasa mengungkapkan sosok andika perkasa adalah seorang suami yang selalu membuat dirinya merasa aman nyaman tentram dan sejahtera dan yang paling penting dari andika perkasa adalah setia andika nomor siji;istri calon gubernur jawa tengah nomor urut hetty andika perkasa mengungkapkan sosok andika perkasa adalah seorang suami yang selalu membuat dirinya merasa aman nyaman tentram dan sejahtera dan yang paling penting dari andika perkasa adalah setia andika nomor siji;0
MANTABS pilihan Bu Mega kpd Pak Andika Perkasa tuk cagub Jateng PDIP satu²nya partai yg sangat konsisten...tdk mencla-mencla apalagi menjilat kekuasaan. Sehat sll Ibu Megawati. Warga Jateng menyala @PDI_Perjuangan;positif;mantabs pilihan bu mega kpd pak andika perkasa tuk cagub jateng pdip satu²nya partai yg sangat konsistentdk menclamencla apalagi menjilat kekuasaan sehat sll ibu megawati warga jateng menyala;1;mantabs pilihan bu mega kpd pak andika perkasa tuk cagub jateng pdip satu²nya partai yg sangat konsistentdk menclamencla apalagi menjilat kekuasaan sehat sll ibu megawati warga jateng menyala;mantab pilihan bu mega kepada pak andika perkasa untuk cagub jateng pdip satu²nya partai yang sangat konsistentdk menclamencla apalagi menjilat kekuasaan sehat selalu ibu megawati warga jateng menyala;5
Pak Andika Perkasa adalah sosok pemimpin yg selalu peduli dengan masyarakat... https://t.co/nPQsvz78tN;positif;pak andika perkasa adalah sosok pemimpin yg selalu peduli dengan masyarakat;1;pak andika perkasa adalah sosok pemimpin yg selalu peduli dengan masyarakat;pak andika perkasa adalah sosok pemimpin yang selalu peduli dengan masyarakat;1
Cerdas !!! Terima kaosnya terima sembakonya tapi jangan terima kehadirannya sbg pemimpin apalagi kalau bisanya jualan dekengan. Exit-kan dr Jateng. Yg ada nanti dia cuma melayani kepentingan dekengan bukan kepentingan warga Jateng Pilihanku tetap coblos 01 Andika Perkasa - https://t.co/Kb4cK94vE2;positif;cerdas terima kaosnya terima sembakonya tapi jangan terima kehadirannya sbg pemimpin apalagi kalau bisanya jualan dekengan exitkan dr jateng yg ada nanti dia cuma melayani kepentingan dekengan bukan kepentingan warga jateng pilihanku tetap coblos  andika perkasa;4;cerdas terima kaosnya terima sembakonya tapi jangan terima kehadirannya sbg pemimpin apalagi kalau bisanya jualan dekengan exitkan dr jateng yg ada nanti dia cuma melayani kepentingan dekengan bukan kepentingan warga jateng pilihanku tetap coblos  andika perkasa;cerdas terima kaosnya terima sembakonya tapi jangan terima kehadirannya sebagai pemimpin apalagi kalau bisanya jualan dekengan exitkan dari jateng yang ada nanti dia cuma melayani kepentingan dekengan bukan kepentingan warga jateng pilihanku tetap coblos andika perkasa;3
Survei SMRC: Pilkada Jateng Ketat Andika Perkasa-Hendi 50 4 persen dan Ahmad luthfi-Taj Yasin 47 persen #JatengBerSATU #JatengPerkasa https://t.co/KU1ZTObJFz;positif;survei smrc pilkada jateng ketat andika perkasahendi   persen dan ahmad luthfitaj yasin  persen;6;survei smrc pilkada jateng ketat andika perkasahendi   persen dan ahmad luthfitaj yasin  persen;survei smrc pemilihan kepala daerah jateng ketat andika perkasahendi persen dan ahmad luthfitaj yasin persen;1
Keluarga Besar Alumni Pemuda Pancasila Jawa Tengah mendeklarasikan dukungan kepada pasangan calon (paslon) Gubernur dan Wakil Gubernur nomor urut 1 Andika Perkasa dan Hendrar Prihadi (Hendi) dalam Pemilihan Gubernur (Pilgub) Jateng 2024. https://t.co/LFBKant6OH;positif;keluarga besar alumni pemuda pancasila jawa tengah mendeklarasikan dukungan kepada pasangan calon paslon gubernur dan wakil gubernur nomor urut  andika perkasa dan hendrar prihadi hendi dalam pemilihan gubernur pilgub jateng ;3;keluarga besar alumni pemuda pancasila jawa tengah mendeklarasikan dukungan kepada pasangan calon paslon gubernur dan wakil gubernur nomor urut  andika perkasa dan hendrar prihadi hendi dalam pemilihan gubernur pilgub jateng ;keluarga besar alumni pemuda pancasila jawa tengah mendeklarasikan dukungan kepada pasangan calon paslon gubernur dan wakil gubernur nomor urut andika perkasa dan hendrar prihadi hendi dalam pemilihan gubernur pilgub jateng;0
Pastikan Jawa Tengah dipimpin oleh Andika Perkasa. Mantan panglima TNI kita yg ahli strategi. Indonesia aja dijaga apalagi cuma Jawa Tengah. https://t.co/6mrQq0UYG0;positif;pastikan jawa tengah dipimpin oleh andika perkasa mantan panglima tni kita yg ahli strategi indonesia aja dijaga apalagi cuma jawa tengah;1;pastikan jawa tengah dipimpin oleh andika perkasa mantan panglima tni kita yg ahli strategi indonesia aja dijaga apalagi cuma jawa tengah;pastikan jawa tengah dipimpin oleh andika perkasa mantan panglima tni kita yang ahli strategi indonesia saja dijaga apalagi cuma jawa tengah;2
Aku PILIH mantan panglima TNI JENDERAL ANDIKA PERKASA. https://t.co/mALQnLrGcT;positif;aku pilih mantan panglima tni jenderal andika perkasa;1;aku pilih mantan panglima tni jenderal andika perkasa;aku pilih mantan panglima tni jenderal andika perkasa;0
Heboh sambutan para pendukung Andika Perkasa - Hendi saat Komandan Korea Bambang Pacul hadir pada acara Debat Ketiga Pilgub Jateng https://t.co/tgqR7QNjjW;negatif;heboh sambutan para pendukung andika perkasa hendi saat komandan korea bambang pacul hadir pada acara debat ketiga pilgub jateng;2;heboh sambutan para pendukung andika perkasa hendi saat komandan korea bambang pacul hadir pada acara debat ketiga pilgub jateng;heboh sambutan para pendukung andika perkasa hendi saat komandan korea bambang pacul hadir pada acara debat ketiga pilgub jateng;0
Closing Statement @AndikaPerkasa02 - @hendrarprihadi Di Debat Pamungkas Pilkada Jateng Paslon nomor 1 Andika Perkasa-Hendrarprihadi sampaikan kata penutup di gelaran debat ketiga Pilkada Jateng 2024. Hendrar Prihadi singgung sebutan mentalitet korea yang sering dipopulerkan https://t.co/7EVXXoJsXU;positif;closing statement di debat pamungkas pilkada jateng paslon nomor  andika perkasahendrarprihadi sampaikan kata penutup di gelaran debat ketiga pilkada jateng  hendrar prihadi singgung sebutan mentalitet korea yang sering dipopulerkan;6;closing statement di debat pamungkas pilkada jateng paslon nomor  andika perkasahendrarprihadi sampaikan kata penutup di gelaran debat ketiga pilkada jateng  hendrar prihadi singgung sebutan mentalitet korea yang sering dipopulerkan;closing statement di debat pamungkas pemilihan kepala daerah jateng paslon nomor andika perkasahendrarprihadi sampaikan kata penutup di gelaran debat ketiga pemilihan kepala daerah jateng hendrar prihadi singgung sebutan mentalitet korea yang sering dipopulerkan;2
Purnawirawan Polri Se-Jateng siap mendukung dan memenangkan Andika Perkasa - Hendrar Prihadi pada Pilgub Jateng mendatang. . . . Andika-Hendi menyala #JatengPerkasa https://t.co/LB53OhVTnS;positif;purnawirawan polri sejateng siap mendukung dan memenangkan andika perkasa hendrar prihadi pada pilgub jateng mendatang andikahendi menyala;6;purnawirawan polri sejateng siap mendukung dan memenangkan andika perkasa hendrar prihadi pada pilgub jateng mendatang andikahendi menyala;purnawirawan polri sejateng siap mendukung dan memenangkan andika perkasa hendrar prihadi pada pilgub jateng mendatang andikahendi menyala;0
Cukup yg bagikan rakyat biasa tanpa dilempar warga datang dgn sendirinya mengambil baju dgn senang tnp harus direndahkan. Bajunya jadi rebutan aplg orangnya. Andika Hendi dicintai tanpa harus membalas dgn merendahkan. Beda dgn Mulyono dan bonekanya. Rambo unk Jateng perkasa https://t.co/usXNayxcmb;positif;cukup yg bagikan rakyat biasa tanpa dilempar warga datang dgn sendirinya mengambil baju dgn senang tnp harus direndahkan bajunya jadi rebutan aplg orangnya andika hendi dicintai tanpa harus membalas dgn merendahkan beda dgn mulyono dan bonekanya rambo unk jateng perkasa;1;cukup yg bagikan rakyat biasa tanpa dilempar warga datang dgn sendirinya mengambil baju dgn senang tnp harus direndahkan bajunya jadi rebutan aplg orangnya andika hendi dicintai tanpa harus membalas dgn merendahkan beda dgn mulyono dan bonekanya rambo unk jateng perkasa;cukup yang bagikan rakyat biasa tanpa dilempar warga datang dengan sendirinya mengambil baju dengan senang tanpa harus direndahkan bajunya jadi rebutan aplg orangnya andika hendi dicintai tanpa harus membalas dengan merendahkan beda dengan mulyono dan bonekanya rambo unk jateng perkasa;6
Saat Andika Perkasa Tenggelam di Lautan Gen Z Sambangi Gen Z di tempat kongkow Kopinan 24 Jl Pemuda Pati Andika Hendi mendapat sambutan luar biasa ribuan muda mudi antusias berebut salaman dan selfy. @AndikaPerkasa02 bak artis Internasional dielu elukan sejak datang hingga pulang https://t.co/xJyC8GrR9G;positif;saat andika perkasa tenggelam di lautan gen z sambangi gen z di tempat kongkow kopinan  jl pemuda pati andika hendi mendapat sambutan luar biasa ribuan muda mudi antusias berebut salaman dan selfy bak artis internasional dielu elukan sejak datang hingga pulang;3;saat andika perkasa tenggelam di lautan gen z sambangi gen z di tempat kongkow kopinan  jl pemuda pati andika hendi mendapat sambutan luar biasa ribuan muda mudi antusias berebut salaman dan selfy bak artis internasional dielu elukan sejak datang hingga pulang;saat andika perkasa tenggelam di lautan gen saja sambangi gen saja di tempat kumpul bareng teman-teman kopinan jl pemuda pati andika hendi mendapat sambutan luar biasa ribuan muda mudi antusias berebut salaman dan selfy bak artis internasional dielu elukan sejak datang hingga pulang;3
Andika Perkasa memang punya kelas dan kualitas sbg pemimpin di kancah Internasional. Sayang rasanya jk Jawa Tengah harus jatuh ketangan anak buah Mulyono yg jelas² hanya jadi alat pemuas ambisi Mulyono semata. Jk Presiden sampai Gubernur dikuasai Mulyono mk Indonesia dlm cengkraman. https://t.co/BPugC28Spp;negatif;andika perkasa memang punya kelas dan kualitas sbg pemimpin di kancah internasional sayang rasanya jk jawa tengah harus jatuh ketangan anak buah mulyono yg jelas² hanya jadi alat pemuas ambisi mulyono semata jk presiden sampai gubernur dikuasai mulyono mk indonesia dlm cengkraman;1;andika perkasa memang punya kelas dan kualitas sbg pemimpin di kancah internasional sayang rasanya jk jawa tengah harus jatuh ketangan anak buah mulyono yg jelas² hanya jadi alat pemuas ambisi mulyono semata jk presiden sampai gubernur dikuasai mulyono mk indonesia dlm cengkraman;andika perkasa memang punya kelas dan kualitas sebagai pemimpin di kancah internasional sayang rasanya jika jawa tengah harus jatuh ketangan anak buah mulyono yang jelas² hanya jadi alat pemuas ambisi mulyono semata jika presiden sampai gubernur dikuasai mulyono maka indonesia dalam cengkraman;6
Visi Misi @AndikaPerkasa02- @hendrarprihadi di Debat Pamungkas Pilkada Jateng Pasangan calon gubernur dan calon wakil gubernur Jawa Tengah (Jateng) nomor urut 1 Andika Perkasa-Hendrar Prihadi menyampaikan visi-misi dan programnya pada segmen pertama debat ketiga Pilgub Jateng https://t.co/Wz18FCkYrU;positif;visi misi di debat pamungkas pilkada jateng pasangan calon gubernur dan calon wakil gubernur jawa tengah jateng nomor urut  andika perkasahendrar prihadi menyampaikan visimisi dan programnya pada segmen pertama debat ketiga pilgub jateng;4;visi misi di debat pamungkas pilkada jateng pasangan calon gubernur dan calon wakil gubernur jawa tengah jateng nomor urut  andika perkasahendrar prihadi menyampaikan visimisi dan programnya pada segmen pertama debat ketiga pilgub jateng;visi misi di debat pamungkas pemilihan kepala daerah jateng pasangan calon gubernur dan calon wakil gubernur jawa tengah jateng nomor urut andika perkasahendrar prihadi menyampaikan visimisi dan programnya pada segmen pertama debat ketiga pilgub jateng;1
Calon Gubernur (cagub) Jawa Tengah nomor urut 1 Andika Perkasa menyoroti jumlah rakyat miskin yang mencapai 3 7 juta orang. Jika terpilih Andika janji berusaha menghilangkan kemiskinan ekstrem dengan cara meningkatkan akses pendidikan kesehatan dan juga ekonomi. #debatpilgub https://t.co/gRbfkqgacX;positif;calon gubernur cagub jawa tengah nomor urut  andika perkasa menyoroti jumlah rakyat miskin yang mencapai   juta orang jika terpilih andika janji berusaha menghilangkan kemiskinan ekstrem dengan cara meningkatkan akses pendidikan kesehatan dan juga ekonomi;5;calon gubernur cagub jawa tengah nomor urut  andika perkasa menyoroti jumlah rakyat miskin yang mencapai   juta orang jika terpilih andika janji berusaha menghilangkan kemiskinan ekstrem dengan cara meningkatkan akses pendidikan kesehatan dan juga ekonomi;calon gubernur cagub jawa tengah nomor urut andika perkasa menyoroti jumlah rakyat miskin yang mencapai juta orang jika terpilih andika janji berusaha menghilangkan kemiskinan ekstrem dengan cara meningkatkan akses pendidikan kesehatan dan juga ekonomi;0
Purnawirawan Polri di Jawa Tengah Deklarasi Dukung @AndikaPerkasa02- @hendrarprihadi Sejumlah purnawirawan Polri menyatakan dukungan untuk pasangan Andika Perkasa-Hendrar Prihadi dalam pilkada Jawa Tengah. Deklarasi dukungan itu dilakukan di Masdro Cafe Ungaran Kabupaten https://t.co/XilwA2ztvE;positif;purnawirawan polri di jawa tengah deklarasi dukung sejumlah purnawirawan polri menyatakan dukungan untuk pasangan andika perkasahendrar prihadi dalam pilkada jawa tengah deklarasi dukungan itu dilakukan di masdro cafe ungaran kabupaten;3;purnawirawan polri di jawa tengah deklarasi dukung sejumlah purnawirawan polri menyatakan dukungan untuk pasangan andika perkasahendrar prihadi dalam pilkada jawa tengah deklarasi dukungan itu dilakukan di masdro cafe ungaran kabupaten;purnawirawan polri di jawa tengah deklarasi dukung sejumlah purnawirawan polri menyatakan dukungan untuk pasangan andika perkasahendrar prihadi dalam pemilihan kepala daerah jawa tengah deklarasi dukungan itu dilakukan di masdro cafe ungaran kabupaten;1
